Mã đề,Tên đề,Câu số,Phần thi,Câu trong phần,Chuyên đề,Mức độ,Dạng câu,Đề bài,Phương án,Đáp án,Điểm,Thời gian mục tiêu (giây),Lời giải
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,136,Khoa học,36,Điện & từ,3,Trắc nghiệm,"Đoạn dây dẫn dài 0,1 m mang dòng điện 2 A đặt vuông góc với từ trường đều B = 0,5 T. Lực từ tác dụng lên đoạn dây bằng:","A. 0,1 N | B. 1 N | C. 0,01 N | D. 10 N",A,1,90,"F = BIℓ·sinα với α = 90° nên sinα = 1: F = 0,5 × 2 × 0,1 = 0,1 N."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,137,Khoa học,37,Điện & từ,3,Trắc nghiệm,Giá trị hiệu dụng của dòng điện xoay chiều liên hệ với giá trị cực đại theo công thức:,A. I = I₀/√2 | B. I = I₀√2 | C. I = I₀/2 | D. I = 2I₀,A,1,90,"Giá trị hiệu dụng nhỏ hơn giá trị cực đại √2 lần. Điện áp 220 V ở nhà là giá trị hiệu dụng, tương ứng giá trị cực đại khoảng 311 V."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,138,Khoa học,38,Điện & từ,3,Trắc nghiệm,Hai điện trở 3 Ω và 6 Ω mắc song song rồi nối tiếp với điện trở 2 Ω. Điện trở tương đương của cả mạch bằng:,A. 4 Ω | B. 11 Ω | C. 5 Ω | D. 3 Ω,A,1,90,"Phần song song: R = (3 × 6)/(3 + 6) = 2 Ω. Cộng với điện trở nối tiếp: 2 + 2 = 4 Ω. Luôn tính phần song song trước, phần nối tiếp sau."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,139,Khoa học,39,Lượng tử & hạt nhân,3,Trắc nghiệm,"Sau khoảng thời gian bằng 2 chu kì bán rã, khối lượng chất phóng xạ còn lại so với ban đầu là:",A. 1/4 | B. 1/2 | C. 1/8 | D. 0,A,1,90,Mỗi chu kì bán rã khối lượng giảm một nửa. Sau 2 chu kì còn (1/2)² = 1/4 khối lượng ban đầu.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,140,Khoa học,40,Lượng tử & hạt nhân,3,Trắc nghiệm,Hiện tượng quang điện ngoài là hiện tượng:,A. Electron bị bật ra khỏi bề mặt kim loại khi được chiếu ánh sáng thích hợp. | B. Kim loại nóng lên khi bị chiếu sáng. | C. Ánh sáng bị phản xạ trên bề mặt kim loại. | D. Kim loại phát ra ánh sáng khi bị nung nóng.,A,1,90,Điều kiện xảy ra là bước sóng ánh sáng kích thích không lớn hơn giới hạn quang điện của kim loại. Cường độ ánh sáng mạnh mà bước sóng quá dài thì vẫn không xảy ra hiện tượng.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,141,Khoa học,41,Lượng tử & hạt nhân,3,Trắc nghiệm,Năng lượng của một phôtôn ánh sáng được tính bằng công thức:,A. ε = hf | B. ε = mc² | C. ε = hλ | D. ε = h/f,A,1,90,"ε = hf = hc/λ với h là hằng số Planck. Tần số càng cao thì năng lượng phôtôn càng lớn, nên tia tử ngoại mang năng lượng lớn hơn ánh sáng nhìn thấy."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,142,Khoa học,42,Lượng tử & hạt nhân,3,Trắc nghiệm,Phản ứng nhiệt hạch là phản ứng trong đó:,A. Hai hạt nhân nhẹ kết hợp thành một hạt nhân nặng hơn. | B. Một hạt nhân nặng vỡ thành hai hạt nhân nhẹ hơn. | C. Hạt nhân phát ra tia γ mà không đổi cấu tạo. | D. Electron kết hợp với hạt nhân.,A,1,90,"Nhiệt hạch cần nhiệt độ rất cao để thắng lực đẩy tĩnh điện giữa hai hạt nhân, và chính là nguồn năng lượng của Mặt Trời. Quá trình ngược lại là phân hạch."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,143,Khoa học,43,Lượng tử & hạt nhân,3,Trắc nghiệm,Phản ứng phân hạch được ứng dụng chủ yếu trong:,A. Nhà máy điện hạt nhân | B. Đèn huỳnh quang | C. Pin mặt trời | D. Máy biến áp,A,1,90,Nhà máy điện hạt nhân dùng phản ứng phân hạch dây chuyền có điều khiển của urani hoặc plutoni để sinh nhiệt và phát điện.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,144,Khoa học,44,Dao động & sóng,3,Trắc nghiệm,Một vật dao động điều hòa với phương trình x = 5cos(4πt) cm (t tính bằng giây). Chu kì dao động bằng:,"A. 0,5 s | B. 2 s | C. 4 s | D. 0,25 s",A,1,90,"Đối chiếu với dạng chuẩn x = Acos(ωt + φ) thì ω = 4π rad/s, nên chu kì T = 2π/ω = 2π/(4π) = 0,5 s và tần số f = 1/T = 2 Hz."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,145,Khoa học,45,Điện & từ,3,Trắc nghiệm,Hai điện trở R₁ = 6 Ω và R₂ = 3 Ω mắc song song. Điện trở tương đương bằng:,"A. 2 Ω | B. 9 Ω | C. 4,5 Ω | D. 18 Ω",A,1,90,1/R = 1/6 + 1/3 = 1/2 ⟹ R = 2 Ω. Lưu ý điện trở tương đương khi song song luôn nhỏ hơn điện trở nhỏ nhất.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,146,Khoa học,46,Cơ học,4,Trắc nghiệm,"Vật trượt không ma sát từ đỉnh mặt phẳng nghiêng cao 5 m, ban đầu đứng yên. Lấy g = 10 m/s². Vận tốc ở chân dốc là:","A. 10 m/s | B. 5 m/s | C. 50 m/s | D. 7,07 m/s",A,1,120,Bảo toàn cơ năng: mgh = ½mv² ⟹ v = √(2gh) = √(2 × 10 × 5) = 10 m/s. Kết quả không phụ thuộc khối lượng và cũng không phụ thuộc góc nghiêng khi không có ma sát.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,147,Khoa học,47,Dao động & sóng,4,Trắc nghiệm,Con lắc lò xo có độ cứng 40 N/m dao động với biên độ 5 cm. Cơ năng của con lắc bằng:,"A. 0,05 J | B. 0,5 J | C. 5 J | D. 1 J",A,1,120,"W = ½kA² với A phải đổi ra mét: A = 0,05 m. Vậy W = ½ × 40 × 0,05² = ½ × 40 × 0,0025 = 0,05 J."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,148,Khoa học,48,Điện & từ,4,Trắc nghiệm,"Máy biến áp lí tưởng có cuộn sơ cấp 1100 vòng nối vào nguồn 220 V, cuộn thứ cấp 100 vòng. Điện áp ở hai đầu cuộn thứ cấp bằng:","A. 20 V | B. 2420 V | C. 2,2 V | D. 110 V",A,1,120,"Với máy biến áp lí tưởng, U₁/U₂ = N₁/N₂ ⟹ U₂ = U₁ × N₂/N₁ = 220 × 100/1100 = 20 V. Số vòng thứ cấp ít hơn nên đây là máy hạ áp."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,149,Khoa học,49,Lượng tử & hạt nhân,4,Trắc nghiệm,"Trong phản ứng ²³⁵₉₂U + ¹₀n → ¹³⁹₅₄Xe + ⁹⁵₃₈Sr + k·¹₀n, giá trị của k là:",A. 2 | B. 1 | C. 3 | D. 0,A,1,120,"Bảo toàn số khối: 235 + 1 = 139 + 95 + k ⟹ 236 = 234 + k ⟹ k = 2. Kiểm lại bảo toàn điện tích: 92 + 0 = 54 + 38 + 0, thỏa mãn."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,150,Khoa học,50,Lượng tử & hạt nhân,4,Trắc nghiệm,Độ hụt khối của một hạt nhân là:,A. Hiệu giữa tổng khối lượng các nuclôn riêng lẻ và khối lượng hạt nhân. | B. Tổng khối lượng các nuclôn tạo thành hạt nhân. | C. Khối lượng hạt nhân trừ khối lượng các electron. | D. Khối lượng bị mất khi hạt nhân phóng xạ.,A,1,120,"Khối lượng hạt nhân luôn nhỏ hơn tổng khối lượng các nuclôn riêng lẻ. Phần chênh lệch đó chuyển thành năng lượng liên kết theo hệ thức E = Δm·c², và đây chính là nguồn năng lượng hạt nhân."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,1,Toán,1,"Hàm số, phương trình & bất phương trình",2,Trắc nghiệm,Parabol y = x² − 4x + 3 cắt trục hoành tại các điểm có hoành độ bằng bao nhiêu?,A. 1 và 3 | B. −1 và −3 | C. 0 và 4 | D. 2 và 3,A,1,60,Giải x² − 4x + 3 = 0 ⟹ (x − 1)(x − 3) = 0 ⟹ x = 1 hoặc x = 3.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,2,Toán,2,Số học & tỉ lệ phần trăm,2,Trắc nghiệm,Hai số có tỉ số 3 : 5 và tổng bằng 96. Số lớn bằng:,A. 60 | B. 36 | C. 58 | D. 64,A,1,60,"Tổng số phần là 3 + 5 = 8 phần, mỗi phần bằng 96 : 8 = 12. Số lớn chiếm 5 phần nên bằng 5 × 12 = 60."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,3,Toán,3,"Đạo hàm, tích phân & khảo sát hàm số",2,Điền đáp án,Cho f(x) = x³. Giá trị f'(2) bằng bao nhiêu?,,12,1,60,"f'(x) = 3x², nên f'(2) = 3 × 4 = 12. Lưu ý phải đạo hàm trước rồi mới thay số, không thay số trước."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,4,Toán,4,"Đạo hàm, tích phân & khảo sát hàm số",2,Trắc nghiệm,Họ nguyên hàm của hàm số f(x) = 2x + 1 là:,A. x² + x + C | B. 2x² + x + C | C. x² + C | D. 2 + C,A,1,60,"Nguyên hàm của 2x là x², của 1 là x. Đừng quên hằng số C — thiếu C là lỗi trừ điểm phổ biến ở dạng này."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,5,Toán,5,Tổ hợp & xác suất,2,Trắc nghiệm,Có bao nhiêu cách chọn 3 người từ một nhóm 10 người để lập một tổ công tác (không phân biệt vai trò)?,A. 120 | B. 720 | C. 30 | D. 1000,A,1,60,"Không phân biệt vai trò nên dùng tổ hợp: C(10, 3) = 10!/(3!·7!) = 120."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,6,Toán,6,Tổ hợp & xác suất,2,Trắc nghiệm,Gieo đồng thời hai con xúc xắc cân đối. Xác suất để tổng số chấm bằng 7 là:,A. 1/6 | B. 1/12 | C. 7/36 | D. 1/9,A,1,60,"Có 36 kết quả đồng khả năng. Các cặp cho tổng 7 là (1,6), (2,5), (3,4), (4,3), (5,2), (6,1) — 6 kết quả. Xác suất = 6/36 = 1/6."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,7,Toán,7,Hình học tọa độ,2,Trắc nghiệm,Đường tròn x² + y² − 2x + 4y − 20 = 0 có bán kính bằng:,A. 5 | B. 20 | C. √20 | D. 4,A,1,60,"Với dạng x² + y² − 2ax − 2by + c = 0 thì tâm I(a; b), R = √(a² + b² − c). Ở đây a = 1, b = −2, c = −20 ⟹ R = √(1 + 4 + 20) = 5."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,8,Toán,8,Hình học tọa độ,2,Trắc nghiệm,"Cho A(1; 2) và B(4; 6). Độ dài vectơ AB bằng:",A. 5 | B. 7 | C. 25 | D. √7,A,1,60,"Vectơ AB = (4 − 1; 6 − 2) = (3; 4), độ dài bằng √(3² + 4²) = 5. Độ dài vectơ AB chính là khoảng cách giữa hai điểm."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,9,Toán,9,Mũ & logarit,2,Điền đáp án,Nghiệm của phương trình log₂x = 5 là x bằng bao nhiêu?,,32,1,60,"Theo định nghĩa logarit, log₂x = 5 nghĩa là x = 2⁵ = 32. Nghiệm thỏa điều kiện x > 0."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,10,Toán,10,Mũ & logarit,2,Điền đáp án,Nghiệm của phương trình 3^x = 81 là x bằng bao nhiêu?,,4,1,60,"Đưa về cùng cơ số: 81 = 3⁴, mà hàm mũ đơn điệu nên x = 4."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,11,Toán,11,Mũ & logarit,2,Trắc nghiệm,Rút gọn biểu thức log₂6 − log₂3 được kết quả:,A. 1 | B. 2 | C. log₂3 | D. 3,A,1,60,Hiệu hai logarit cùng cơ số bằng logarit của thương: log₂(6/3) = log₂2 = 1.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,12,Toán,12,Hình học phẳng & không gian,2,Trắc nghiệm,Tam giác vuông có hai cạnh góc vuông bằng 6 cm và 8 cm. Đường cao ứng với cạnh huyền bằng:,"A. 4,8 cm | B. 5 cm | C. 4 cm | D. 7 cm",A,1,60,"Cạnh huyền = √(6² + 8²) = 10 cm. Diện tích tính hai cách: (6 × 8)/2 = (10 × h)/2 ⟹ h = 48/10 = 4,8 cm."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,13,Toán,13,Hình học phẳng & không gian,2,Trắc nghiệm,"Hình hộp chữ nhật có ba kích thước 3 cm, 4 cm và 5 cm. Thể tích của nó bằng:",A. 60 cm³ | B. 47 cm³ | C. 94 cm³ | D. 12 cm³,A,1,60,Thể tích hình hộp chữ nhật là tích ba kích thước: 3 × 4 × 5 = 60 cm³.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,14,Toán,14,Hình học phẳng & không gian,2,Trắc nghiệm,Diện tích của tam giác đều cạnh 6 cm bằng:,A. 9√3 cm² | B. 18√3 cm² | C. 36√3 cm² | D. 6√3 cm²,A,1,60,Tam giác đều cạnh a có diện tích a²√3/4 = 36√3/4 = 9√3 cm².
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,15,Toán,15,"Dãy số, cấp số cộng & cấp số nhân",2,Điền đáp án,Cấp số cộng có u₁ = 1 và công sai d = 4. Tổng của 10 số hạng đầu tiên bằng bao nhiêu?,,190,1,60,"Sₙ = n/2 × [2u₁ + (n − 1)d] = 10/2 × [2 + 9 × 4] = 5 × 38 = 190. Có thể kiểm bằng cách khác: u₁₀ = 1 + 9 × 4 = 37, S = 10 × (1 + 37)/2 = 190."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,16,Toán,16,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Bốn tổ của một lớp có số học sinh lần lượt là 8; 10; 12; 10. Số học sinh trung bình của mỗi tổ là:",A. 10 | B. 9 | C. 11 | D. 40,A,1,60,"Tổng số học sinh là 8 + 10 + 12 + 10 = 40, chia cho 4 tổ được 10 học sinh mỗi tổ."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,17,Toán,17,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Khoảng biến thiên của mẫu số liệu 12; 5; 20; 8 bằng:","A. 15 | B. 11,25 | C. 8 | D. 20",A,1,60,Khoảng biến thiên bằng giá trị lớn nhất trừ giá trị nhỏ nhất: 20 − 5 = 15.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,18,Toán,18,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Doanh thu bốn quý của một doanh nghiệp lần lượt là 120; 150; 180; 210 (tỉ đồng). Doanh thu quý IV tăng bao nhiêu phần trăm so với quý I?","A. 75% | B. 42,9% | C. 90% | D. 175%",A,1,60,"Mức tăng tương đối = (210 − 120)/120 = 90/120 = 0,75 = 75%."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,19,Toán,19,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Trung vị của mẫu số liệu 3; 5; 8; 10 là:","A. 6,5 | B. 5 | C. 8 | D. 6",A,1,60,"Mẫu đã sắp xếp và có 4 giá trị (chẵn), nên trung vị là trung bình cộng hai giá trị ở giữa: (5 + 8)/2 = 6,5."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,20,Toán,20,Thống kê & xử lý số liệu,2,Điền đáp án,"Tổng doanh thu của một vùng là 500 tỉ đồng, trong đó ngành A đạt 125 tỉ đồng. Tỉ trọng của ngành A là bao nhiêu phần trăm?",,25,1,60,Tỉ trọng = 125/500 × 100% = 25%.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,21,Toán,21,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Tập xác định của hàm số y = √(x − 2)/(x − 5) là:,"A. [2; 5) ∪ (5; +∞) | B. (2; +∞) | C. [2; +∞) | D. ℝ \ {5}",A,1,90,Cần đồng thời x − 2 ≥ 0 để căn xác định và x − 5 ≠ 0 để mẫu khác 0. Kết hợp được x ≥ 2 và x ≠ 5.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,22,Toán,22,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Tập nghiệm của bất phương trình (x − 1)(x + 3) < 0 là:,"A. (−3; 1) | B. (−∞; −3) ∪ (1; +∞) | C. (1; 3) | D. (−1; 3)",A,1,90,"Tam thức có hai nghiệm −3 và 1, hệ số a = 1 > 0 nên biểu thức mang dấu âm ở khoảng giữa hai nghiệm. Quy tắc chung: trong trái, ngoài cùng dấu với a."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,23,Toán,23,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Đồ thị hàm số y = (2x + 1)/(x − 1) có tiệm cận ngang là đường thẳng:,A. y = 2 | B. x = 1 | C. y = 1 | D. y = −1,A,1,90,"Với hàm phân thức bậc nhất trên bậc nhất, tiệm cận ngang là y = a/c với a, c là hệ số của x ở tử và mẫu: y = 2/1 = 2."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,24,Toán,24,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Hàm số y = (m − 2)x + 3 đồng biến trên ℝ khi và chỉ khi:,A. m > 2 | B. m < 2 | C. m ≥ 2 | D. m ≠ 2,A,1,90,"Hàm bậc nhất đồng biến khi hệ số góc dương: m − 2 > 0 ⟺ m > 2. Dấu bằng bị loại vì khi m = 2 hàm trở thành hằng số, không đồng biến."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,25,Toán,25,"Hàm số, phương trình & bất phương trình",3,Điền đáp án,Tìm giá trị nguyên nhỏ nhất của m để phương trình x² − 2(m + 1)x + m² + 3 = 0 có hai nghiệm phân biệt.,,2,1,90,Δ' = (m + 1)² − (m² + 3) = 2m − 2. Hai nghiệm phân biệt khi Δ' > 0 ⟺ m > 1. Giá trị nguyên nhỏ nhất là m = 2.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,26,Toán,26,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,"Cho hai số thực x, y thỏa mãn x + y = 7 và xy = 12. Giá trị của x² + y² bằng:",A. 25 | B. 37 | C. 49 | D. 13,A,1,90,x² + y² = (x + y)² − 2xy = 49 − 24 = 25.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,27,Toán,27,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Tọa độ đỉnh của parabol y = x² − 2x − 3 là:,"A. (1; −4) | B. (−1; 0) | C. (1; −3) | D. (2; −3)",A,1,90,"Hoành độ đỉnh x = −b/(2a) = 2/2 = 1. Thay vào hàm số: y = 1 − 2 − 3 = −4. Vậy đỉnh là (1; −4)."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,28,Toán,28,Số học & tỉ lệ phần trăm,3,Điền đáp án,Số học sinh giỏi chiếm 20% sĩ số một lớp. Nếu có thêm 3 học sinh đạt loại giỏi (sĩ số không đổi) thì tỉ lệ này là 25%. Sĩ số của lớp là bao nhiêu?,,60,1,90,"Gọi sĩ số là n. Số học sinh giỏi ban đầu là 0,2n, sau đó là 0,2n + 3 và bằng 0,25n. Suy ra 0,05n = 3 ⟹ n = 60."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,29,Toán,29,Số học & tỉ lệ phần trăm,3,Điền đáp án,"Người thợ A làm xong một công việc trong 6 giờ, người thợ B làm xong công việc đó trong 12 giờ. Nếu cùng làm thì sau bao nhiêu giờ họ hoàn thành công việc?",,4,1,90,Năng suất cộng được: 1/6 + 1/12 = 3/12 = 1/4 công việc mỗi giờ. Vậy cần 4 giờ.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,30,Toán,30,Số học & tỉ lệ phần trăm,3,Trắc nghiệm,Có 200 g dung dịch chứa 15% muối. Cần thêm bao nhiêu gam muối nguyên chất để thu được dung dịch 20%?,"A. 12,5 g | B. 10 g | C. 12 g | D. 15 g",A,1,90,"Lượng muối ban đầu: 200 × 15% = 30 g. Thêm x gam muối thì cả tử và mẫu đều tăng: (30 + x)/(200 + x) = 0,2 ⟹ 30 + x = 40 + 0,2x ⟹ 0,8x = 10 ⟹ x = 12,5 g."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,31,Toán,31,Số học & tỉ lệ phần trăm,3,Trắc nghiệm,Ba người chia một khoản tiền theo tỉ lệ 2 : 3 : 5. Người nhận nhiều nhất hơn người nhận ít nhất 30 triệu đồng. Tổng khoản tiền là:,A. 100 triệu đồng | B. 90 triệu đồng | C. 120 triệu đồng | D. 150 triệu đồng,A,1,90,"Chênh lệch giữa người nhiều nhất và ít nhất là 5 − 2 = 3 phần, ứng với 30 triệu nên mỗi phần bằng 10 triệu. Tổng có 2 + 3 + 5 = 10 phần, bằng 100 triệu đồng."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,32,Toán,32,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Đồ thị hàm số y = (x + 1)/(x − 2) có tiệm cận đứng là đường thẳng:,A. x = 2 | B. y = 2 | C. x = −1 | D. y = 1,A,1,90,Tiệm cận đứng ứng với giá trị làm mẫu số bằng 0 mà tử số khác 0: x − 2 = 0 ⟹ x = 2. Tiệm cận ngang của hàm này là y = 1.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,33,Toán,33,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Hàm số y = x⁴ − 2x² có bao nhiêu điểm cực trị?,A. 3 | B. 1 | C. 2 | D. 0,A,1,90,"y' = 4x³ − 4x = 4x(x² − 1) có ba nghiệm phân biệt x = −1, 0, 1, và đạo hàm đổi dấu qua cả ba nghiệm nên hàm có 3 điểm cực trị."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,34,Toán,34,"Đạo hàm, tích phân & khảo sát hàm số",3,Điền đáp án,"Diện tích hình phẳng giới hạn bởi đồ thị y = x², trục hoành và hai đường thẳng x = 0, x = 3 bằng bao nhiêu?",,9,1,90,S = ∫₀³ x² dx = [x³/3]₀³ = 27/3 = 9. Trên đoạn này hàm không âm nên không cần lấy giá trị tuyệt đối.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,35,Toán,35,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Tính tích phân ∫₀¹ (3x² + 2x) dx.,A. 2 | B. 3 | C. 1 | D. 5/2,A,1,90,Nguyên hàm là x³ + x². Thay cận: (1 + 1) − (0 + 0) = 2.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,36,Toán,36,"Đạo hàm, tích phân & khảo sát hàm số",3,Điền đáp án,"Giá trị lớn nhất của hàm số f(x) = −x² + 4x + 1 trên đoạn [0; 3] bằng bao nhiêu?",,5,1,90,"f'(x) = −2x + 4 = 0 ⟹ x = 2 ∈ [0; 3]. So sánh f(0) = 1, f(2) = 5, f(3) = 4 ⟹ giá trị lớn nhất là 5."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,37,Toán,37,Tổ hợp & xác suất,3,Trắc nghiệm,"Từ các chữ số 0, 1, 2, 3, 4, 5 lập được bao nhiêu số tự nhiên có ba chữ số đôi một khác nhau?",A. 100 | B. 120 | C. 125 | D. 90,A,1,90,"Chữ số hàng trăm không được là 0 nên có 5 lựa chọn. Hàng chục còn 5 lựa chọn (được dùng 0, trừ chữ số đã chọn), hàng đơn vị còn 4. Tổng cộng 5 × 5 × 4 = 100 số."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,38,Toán,38,Tổ hợp & xác suất,3,Điền đáp án,Một đa giác lồi có 8 cạnh. Số đường chéo của đa giác đó là bao nhiêu?,,20,1,90,"Số đoạn thẳng nối hai đỉnh bất kỳ là C(8, 2) = 28, trong đó có 8 đoạn là cạnh. Vậy số đường chéo là 28 − 8 = 20. Công thức chung: n(n − 3)/2 = 8 × 5/2 = 20."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,39,Toán,39,Tổ hợp & xác suất,3,Điền đáp án,"Từ 5 nam và 4 nữ, có bao nhiêu cách chọn một nhóm gồm 2 nam và 1 nữ?",,40,1,90,"Chọn 2 nam từ 5: C(5, 2) = 10 cách. Chọn 1 nữ từ 4: 4 cách. Hai bước độc lập nên nhân lại: 10 × 4 = 40 cách."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,40,Toán,40,Hình học tọa độ,3,Trắc nghiệm,"Trọng tâm của tam giác có ba đỉnh O(0; 0), A(3; 0), B(0; 3) là điểm:","A. (1; 1) | B. (1,5; 1,5) | C. (3; 3) | D. (0; 0)",A,1,90,"Tọa độ trọng tâm là trung bình cộng tọa độ ba đỉnh: ((0+3+0)/3; (0+0+3)/3) = (1; 1)."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,41,Toán,41,Hình học tọa độ,3,Điền đáp án,"Trong không gian Oxyz, mặt cầu (x − 1)² + (y + 2)² + (z − 3)² = 16 có bán kính bằng bao nhiêu?",,4,1,90,"Vế phải là R² = 16 nên bán kính R = 4, và tâm mặt cầu là I(1; −2; 3)."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,42,Toán,42,Mũ & logarit,3,Trắc nghiệm,Nghiệm của phương trình log₂(x − 1) + log₂(x + 1) = 3 là:,A. x = 3 | B. x = ±3 | C. x = 2 | D. x = 9,A,1,90,"Điều kiện x > 1. Cộng hai logarit cùng cơ số: log₂[(x − 1)(x + 1)] = 3 ⟹ x² − 1 = 8 ⟹ x² = 9 ⟹ x = ±3. Loại x = −3 vì không thỏa điều kiện, còn x = 3."
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,43,Toán,43,Hình học phẳng & không gian,3,Trắc nghiệm,Mặt cầu có bán kính 3 cm. Diện tích mặt cầu bằng:,A. 36π cm² | B. 12π cm² | C. 9π cm² | D. 27π cm²,A,1,90,Diện tích mặt cầu S = 4πR² = 4π × 9 = 36π cm².
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,44,Toán,44,Hình học phẳng & không gian,3,Trắc nghiệm,Hình chóp tứ giác đều S.ABCD có cạnh đáy bằng a và cạnh bên bằng a√3. Thể tích khối chóp bằng:,A. a³√10 / 6 | B. a³√3 / 3 | C. a³√2 / 6 | D. a³√10 / 3,A,1,90,Nửa đường chéo đáy = a√2/2. Chiều cao h = √(3a² − a²/2) = √(5a²/2) = a√10/2. Thể tích V = (1/3) × a² × a√10/2 = a³√10/6.
DM-HSA-02-HH,Đề mẫu HSA365 số 02 — Hóa học,45,Toán,45,Hình học phẳng & không gian,3,Điền đáp án,Hình vuông có đường chéo dài 8 cm. Diện tích hình vuông bằng bao nhiêu cm²?,,32,1,90,"Với hình vuông, diện tích bằng nửa bình phương đường chéo: S = d²/2 = 64/2 = 32 cm². Cách khác: cạnh a = 8/√2 = 4√2, nên S = a² = 32."
